col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85
31,Lingaraj Temple,लिंगराज मंदिर,Lingaraj Mahadev,lingaraj-temple-bhubaneswar,20.2393,85.8333,"Lingaraj Nagar, Bhubaneswar, Odisha 751002",Bhubaneswar,Khordha,Odisha,751002,Shiva (Lingaraj),"['Parvati', 'Nandi', 'Ganesha']",Shaiva,Heritage,False,False,False,False,False,True,False,Lingaraj Temple is the largest temple in Bhubaneswar and one of the oldest. Built in the Kalinga architectural style the main tower soars to 55 meters. Non-Hindus are not allowed inside. Built by Jajati Keshari in 1090 CE.,According to the Brahma Purana a heavenly forest called Krittivasas existed at Bhubaneswar where Shiva always lived. Two demons Kritti and Vasa requested Shiva to remain here permanently as Lingaraj.,Largest temple in Bhubaneswar. Non-Hindus not allowed. The 55m tower is visible from most parts of the city. The lingam is swayambhu self-manifested. The presiding deity is both Shiva and Vishnu as Harihara.,Kalinga,1090 CE,05:00:00,21:00:00,0.0,Traditional attire required; no entry for non-Hindus,October to March,Bhubaneswar Railway Station 6 km,Biju Patnaik International Airport 4 km,https://lingarajtemple.nic.in,+91-674-2430080,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Lingaraj_Temple.jpg/800px-Lingaraj_Temple.jpg,ChIJmUJq2ByGlzkRFxHiXX9_XGU,"['shiva', 'heritage', 'odisha', 'kalinga']",4.75,36000,State Govt Endowment Board,Lingaraj Temple Management Committee,TRUST-OD-00003,Urban / City,https://maps.google.com/?q=Lingaraj+Temple+Bhubaneswar,Bhubaneswar Central Bus Terminal,Bindu Sagar Lake,लिंगराज मंदिर भुवनेश्वर का सबसे बड़ा और प्राचीन मंदिर है।,Jajati Keshari,2019,Good — minor maintenance needed,Two demons named Kritti and Vasa were devotees of Shiva. They prayed for Shiva to remain permanently in Bhubaneswar. Shiva appeared as Lingaraj King of Lingams to honor their devotion.,False,False,False,False,12:00:00,16:00:00,"[True, False, False, True, False, False, False, False, False, False, True, True]",no,Monday (Shiva),no,https://youtube.com/lingaraj,"Vibhuti, Sandal, Flowers",https://youtube.com/lingaraj-aarti,https://youtube.com/lingaraj-intro,https://youtube.com/lingaraj-360,Lingaraj Temple Trust,Odisha Gramya Bank Bhubaneswar,44556677889922,ODGB0002345,lingaraj@upi,80G-OD-00003,"[True, True, False, True, True, False, True, False]","[True, True, True, False, False, False, True, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+916742430080,info@lingaraj.org,https://facebook.com/LingarajTemple,https://youtube.com/@LingarajTemple,@lingarajtemple,07:00 AM - 07:00 PM,MKT-OD-0003
32,Vitthala Temple Hampi,विट्ठल मंदिर हम्पी,Vitthalappan,vitthala-temple-hampi,15.3357,76.4766,"Hampi, Vijayanagara, Karnataka 583239",Hampi,Vijayanagara,Karnataka,583239,Vishnu (Vitthala),"['Rukmini', 'Garuda', 'Lakshmi']",Vaishnava,Heritage,False,False,False,False,False,True,True,Vitthala Temple in Hampi is a 15th century temple known for its famous stone chariot and musical pillars. The stone chariot in the temple courtyard is the symbol of Karnataka Tourism. Part of UNESCO World Heritage Site.,The presiding deity Vitthala is a form of Lord Vishnu worshipped especially in Maharashtra. Lord Vishnu descended to Pandharpur as Vitthala and came here to Hampi at the invitation of Vijayanagara kings.,UNESCO World Heritage Site as part of Hampi. Famous for the stone chariot the emblem of Karnataka. The musical pillars produce different musical notes when tapped. Built during the Vijayanagara Empire.,Vijayanagara,15th century CE,08:30:00,17:30:00,40.0,Smart casual attire,October to February,Hosapete Railway Station 13 km,Hubli Airport 143 km,https://hampi.in/vitthala,+91-8394-241339,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Stone_chariot_at_Hampi.jpg/800px-Stone_chariot_at_Hampi.jpg,ChIJBcUgbSePnjkRbSLw9KtLNsM,"['vishnu', 'heritage', 'hampi', 'vijayanagara']",4.8,28000,Archaeological Survey of India (ASI),ASI Dharwad Circle,TRUST-KA-00004,Forest / Jungle,https://maps.google.com/?q=Vitthala+Temple+Hampi,Hampi Bazaar Bus Stand,Tungabhadra River,विट्ठल मंदिर हम्पी में स्थित एक यूनेस्को विश्व धरोहर स्थल का हिस्सा है।,King Devaraya II,2019,Fair — needs renovation,King Devaraya II commissioned this temple for Vitthala Vishnu. The stone chariot in the courtyard was originally designed to move but was later stabilized. The musical pillars are a marvel of ancient acoustical engineering.,False,False,True,False,12:00:00,14:00:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",no,Thursday (Vishnu / Guru),no,https://youtube.com/vitthalatemple,"Flowers, Coconut",https://youtube.com/vitthala-aarti,https://youtube.com/vitthala-intro,https://youtube.com/vitthala-360,ASI Hampi Management,Vijaya Bank Hosapete,55667788990044,VIJB0001234,vitthala@upi,80G-KA-00004,"[True, False, False, False, False, False, True, False]","[True, True, True, False, False, False, True, True, True, False, False, True, False, False]","[False, False, False, False, False, False]",+918394241339,info@vitthala-hampi.org,https://facebook.com/VitthalaTempleHampi,https://youtube.com/@VitthalaHampi,@vitthalatemplehampi,09:00 AM - 05:00 PM,MKT-KA-0004
33,Vitthal-Rukmini Temple Pandharpur,विट्ठल-रुक्मिणी मंदिर पंढरपुर,Pandurang,vitthal-temple-pandharpur,17.6773,75.3326,"Pandharpur, Solapur, Maharashtra 413304",Pandharpur,Solapur,Maharashtra,413304,Vishnu (Vitthal/Pandurang),"['Rukmini', 'Garuda', 'Lakshmi']",Vaishnava,Heritage,False,False,False,False,False,True,False,Vitthal-Rukmini Temple in Pandharpur is the most important Vaishnava pilgrimage in Maharashtra. The Warkari sect of Bhakti movement centers around this temple. Two annual pilgrimage walks bring millions of devotees.,According to legend Lord Vishnu came to Pandharpur as Vitthal to see his devotee Pundalik. When Pundalik was serving his parents he threw a brick for Vitthal to stand on. Vitthal still stands on this brick.,Central shrine of the Warkari Bhakti movement. Two annual Waris by lakhs of Varkaris. Associated with saints Dnyaneshwar Tukaram Namdev and many others.,Hemadpanthi,13th century CE,05:00:00,22:30:00,0.0,"Traditional attire; dhoti for men, saree for women",Ashadhi and Kartiki Ekadashi,Pandharpur Railway Station 1 km,Pune Airport 210 km,https://vitthaltemple.org,+91-2186-223900,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Vitthal_temple_pandharpur.jpg/800px-Vitthal_temple_pandharpur.jpg,ChIJt7A6Y2VheDkRm0DqECrfYRc,"['vishnu', 'maharashtra', 'warkari', 'bhakti']",4.8,65000,State Govt Endowment Board,Shri Vitthal Rukmini Mandir Samiti,TRUST-MH-00004,Riverbank / Ghats,https://maps.google.com/?q=Vitthal+Temple+Pandharpur,Pandharpur Bus Stand,Bhima River,विट्ठल-रुक्मिणी मंदिर पंढरपुर में महाराष्ट्र के वारकरी आंदोलन का केंद्र है।,Pundalik,2020,Good — minor maintenance needed,Vitthal waited on the brick for his devotee Pundalik who was serving his parents. Vitthal was so pleased with Pundaliks devotion to his parents that he granted liberation to anyone who visited Pandharpur.,False,False,False,False,12:00:00,16:00:00,"[False, True, False, False, False, False, False, True, False, False, False, True]",yes,Thursday (Vishnu / Guru),planning,https://youtube.com/vitthal,"Shrikhand, Tulasi, Flowers",https://youtube.com/vitthal-aarti,https://youtube.com/vitthal-intro,https://youtube.com/vitthal-360,Vitthal Rukmini Temple Trust,Bank of Maharashtra Pandharpur,66778899001125,MAHB0000456,vitthal@upi,80G-MH-00004,"[True, True, True, True, True, False, True, True]","[True, True, True, False, True, True, True, True, False, True, False, False, False, False]","[True, False, False, True, True, False]",+912186223900,info@vitthaltemple.org,https://facebook.com/VitthalTemple,https://youtube.com/@VitthalPandharpur,@vitthaltemple,07:00 AM - 07:00 PM,MKT-MH-0004
34,Kalighat Kali Temple,कालीघाट काली मंदिर,Dakshina Kali,kalighat-kali-temple-kolkata,22.521,88.3432,"Kalighat, Kolkata, West Bengal 700026",Kolkata,Kolkata,West Bengal,700026,Parvati (Kali),"['Shiva', 'Bhairava', 'Hanuman']",Shakta,Shaktipeeth,False,True,False,False,False,True,False,Kalighat Kali Temple is one of the 51 Shakti Peethas. The temple stands at the place where the toes of Sati fell. The current temple was built in 1809 CE. Kolkata got its name from this temple.,According to the Puranas when Sati died and Shiva carried her body Vishnu cut her body with his Sudarshana Chakra. The toes of Sati fell at Kalighat. The worship of Kali began at this spot.,One of the 51 Shakti Peethas. Kolkata is named after Kali Kali-ghat. The form of Kali worshipped here is Dakshina Kali benevolent Kali.,Bengali Temple Architecture,1809 CE current,05:00:00,22:00:00,0.0,Traditional attire,"Kali Puja Diwali, Navratri",Kalighat Metro Station 0.2 km,Netaji Subhas Chandra Bose International Airport 18 km,https://kalikaghata.org,+91-33-24611833,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Kalighat_temple.jpg/800px-Kalighat_temple.jpg,ChIJMRhAmAZ-AjoRRu0ZJMHX3Kc,"['kali', 'shakta', 'shaktipeeth', 'kolkata']",4.65,82000,Community / Village Trust,Kalighat Temple Trust,TRUST-WB-00001,Urban / City,https://maps.google.com/?q=Kalighat+Kali+Temple,Kalighat Bus Stop,Adi Ganga Canal,कालीघाट मंदिर कोलकाता में 51 शक्तिपीठों में से एक है।,Atmarama Brahmin,2021,Good — minor maintenance needed,When Sati died Shiva wandered carrying her body. Vishnu used Sudarshana Chakra to cut the body into 51 pieces. The toes fell at Kalighat. The goddess Kali resides here permanently to protect her devotees.,False,True,False,False,12:00:00,15:00:00,"[True, False, False, False, False, False, False, False, False, False, True, False]",yes,Friday (Lakshmi / Devi),no,https://youtube.com/kalighat,"Hibiscus flowers, Red saree, Goat",https://youtube.com/kalighat-aarti,https://youtube.com/kalighat-intro,https://youtube.com/kalighat-360,Kalighat Temple Seba Samiti,United Bank of India Kalighat,77889900112246,UTBI0KAL234,kalighat@upi,80G-WB-00001,"[True, True, False, False, True, False, True, True]","[True, True, True, False, False, False, True, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+913324611833,info@kalighat.org,https://facebook.com/KalighatTemple,https://youtube.com/@KalighatKali,@kalighattemple,07:00 AM - 07:00 PM,MKT-WB-0001
35,Belur Math,बेलूर मठ,Ramakrishna Math,belur-math-kolkata,22.6382,88.3538,"Belur Math, Belur, Howrah, West Bengal 711202",Howrah,Howrah,West Bengal,711202,Vishnu (Sri Ramakrishna),"['Sri Sarada Devi', 'Swami Vivekananda', 'Holy Mother']",Smarta,Modern Heritage,False,False,False,False,False,True,False,Belur Math is the headquarters of the Ramakrishna Math and Mission founded by Swami Vivekananda. Built in 1938 the main temple combines architectural styles from different religions symbolizing unity of all faiths.,Sri Ramakrishna Paramahamsa attained divine realization and taught universal religion. His disciple Vivekananda founded Ramakrishna Math to spread his teachings. Belur was chosen as headquarters by Vivekananda himself.,Headquarters of Ramakrishna Math and Mission. Architecture combines Hindu Islamic and Christian elements. Swami Vivekananda lived and died here.,Eclectic Hindu-Islamic-Gothic,1938 CE,06:00:00,12:00:00,0.0,Modest attire; silence to be maintained inside,All year; Durga Puja and Swami Vivekananda birthday special,Belur Math Ferry Ghat 0.1 km,Netaji Subhas Chandra Bose International Airport 21 km,https://belurmath.org,+91-33-26521144,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Belur_Math_entrance.jpg/800px-Belur_Math_entrance.jpg,ChIJQXTj_5CCATkRPdMN-4pz0Gw,"['vivekananda', 'ramakrishna', 'vedanta', 'kolkata']",4.8,35000,Community / Village Trust,Ramakrishna Math and Mission,TRUST-WB-00002,Riverbank / Ghats,https://maps.google.com/?q=Belur+Math,Belur Bus Stop,Hooghly River Bank,बेलूर मठ कोलकाता के पास स्वामी विवेकानंद द्वारा स्थापित रामकृष्ण मठ का मुख्यालय है।,Swami Vivekananda,2019,Excellent — well maintained,Sri Ramakrishna used to say all religions are true and lead to the same God. Vivekananda popularized this message at the Chicago Parliament of World Religions in 1893 and then established Belur as the universal place of worship.,False,False,False,False,12:00:00,15:30:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",no,None / All days equal,no,https://youtube.com/belurmath,"Flowers, Prasad",https://youtube.com/belurmath-aarti,https://youtube.com/belurmath-intro,https://youtube.com/belurmath-360,Ramakrishna Math Trust,State Bank of India Belur,88990011223356,SBIN0004567,belurmath@upi,80G-WB-00002,"[True, True, True, True, False, True, True, True]","[True, True, True, True, True, False, True, True, True, False, True, True, False, True]","[True, True, True, True, False, False]",+913326521144,info@belurmath.org,https://facebook.com/BelurMathOfficial,https://youtube.com/@BelurMath,@belurmath,08:00 AM - 04:00 PM,MKT-WB-0002
36,Raghunath Temple Jammu,रघुनाथ मंदिर,Raghunathji,raghunath-temple-jammu,32.7349,74.8724,"Raghunath Bazaar, Jammu, Jammu and Kashmir 180001",Jammu,Jammu,Jammu & Kashmir,180001,Vishnu (Rama/Raghunath),"['Sita', 'Lakshmana', 'Hanuman']",Ramanandi,Heritage,False,False,False,False,False,True,False,Raghunath Temple is a large Hindu temple in Jammu dedicated to Lord Rama. Built by Maharaja Gulab Singh in 1835 CE and completed by Maharaja Ranbir Singh in 1860 CE. One of the largest temples in North India.,Maharaja Gulab Singh was a devotee of Lord Rama. After founding the kingdom of Jammu and Kashmir he built this grand temple complex to honor Raghunath Rama. The temple houses over 3000 idols.,Largest temple complex in North India. Has seven temple shrines. Houses over 3000 Shaligram idols. Gold-plated interior with elaborate frescoes.,North Indian Shikhara,1860 CE,06:00:00,21:00:00,0.0,Traditional attire,All year; Ram Navami special,Jammu Tawi Railway Station 1 km,Jammu Airport 8 km,https://raghunathtemple.org,+91-191-2542788,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Raghunath_temple.jpg/800px-Raghunath_temple.jpg,ChIJExMDEk4FDDkRr7W3W6STHYQ,"['rama', 'jammu', 'vaishnava', 'heritage']",4.65,42000,State Govt Endowment Board,Dharmarth Trust Jammu,TRUST-JK-00003,Urban / City,https://maps.google.com/?q=Raghunath+Temple+Jammu,Jammu Bus Stand,Jammu Old City,रघुनाथ मंदिर जम्मू में भगवान राम को समर्पित उत्तर भारत का सबसे बड़ा मंदिर परिसर है।,Maharaja Gulab Singh,2018,Good — minor maintenance needed,Maharaja Gulab Singh after establishing the kingdom of Jammu and Kashmir built this temple to seek blessings of Raghunath. He said all his victories were due to the grace of Lord Rama.,False,False,False,False,12:00:00,16:00:00,"[False, True, True, False, False, False, False, True, False, False, False, True]",yes,Tuesday (Hanuman / Devi),no,https://youtube.com/raghunath,"Charnamrit, Sindoor, Flowers",https://youtube.com/raghunath-aarti,https://youtube.com/raghunath-intro,https://youtube.com/raghunath-360,Dharmarth Trust,J and K Bank Jammu,33445566778813,JAKA0JAMMU0,raghunath@upi,80G-JK-00003,"[True, True, False, True, True, False, True, True]","[True, True, True, False, True, False, True, True, False, True, False, False, False, False]","[True, False, False, False, True, False]",+911912542788,info@raghunath.org,https://facebook.com/RaghunathJammu,https://youtube.com/@RaghunathTemple,@raghunathtemple,07:00 AM - 07:00 PM,MKT-JK-0003
37,Kandariya Mahadeva Temple,कंदरिया महादेव मंदिर,Kandariya,kandariya-mahadeva-temple-khajuraho,24.8516,79.9213,"Khajuraho, Chhatarpur, Madhya Pradesh 471606",Khajuraho,Chhatarpur,Madhya Pradesh,471606,Shiva (Mahadeva),"['Parvati', 'Nandi', 'Ganesha']",Shaiva,Heritage,False,False,False,False,False,True,True,Kandariya Mahadeva Temple is the largest and finest of the Khajuraho temples. Built by the Chandela dynasty in the 11th century CE. The 30.5m shikhara rises dramatically. Famous for the erotic sculptures on the exterior.,According to Chandela tradition the temples represent the cosmic energy of creation. The erotic sculptures are understood as an expression of Kamashastras and the celebration of human life as a path to the divine.,UNESCO World Heritage Site as part of Khajuraho. The largest temple at Khajuraho. The erotic sculptures represent Kama desire as a stage on the path to moksha. One of the finest examples of medieval Indian temple architecture.,Nagara Chandela,1030 CE,07:00:00,18:00:00,40.0,Smart casual; modest attire preferred,October to March,Khajuraho Railway Station 6 km,Khajuraho Airport 3 km,https://khajuraho.nic.in,+91-7686-274046,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Kandariya_Mahadeva_Temple.jpg/800px-Kandariya_Mahadeva_Temple.jpg,ChIJ-fDFmS3DfDkR0JjTq_2ZqOE,"['shiva', 'heritage', 'khajuraho', 'chandela']",4.75,32000,Archaeological Survey of India (ASI),ASI Bhopal Circle,TRUST-MP-00003,Urban / City,https://maps.google.com/?q=Kandariya+Mahadeva+Temple+Khajuraho,Khajuraho Bus Stand,Khajuraho Town Centre,कंदरिया महादेव मंदिर खजुराहो में स्थित एक यूनेस्को विश्व धरोहर स्थल है।,King Vidyadhara,2021,Good — minor maintenance needed,The Chandela king Vidyadhara was the greatest of his dynasty and built this towering temple. He defended his kingdom against Mahmud Ghazni twice. The temple was meant to represent Mount Meru the abode of Shiva.,False,False,True,False,12:00:00,14:00:00,"[True, False, False, False, False, False, False, False, False, False, False, False]",no,Monday (Shiva),no,https://youtube.com/kandariya,"Bhasma, Flowers",https://youtube.com/kandariya-aarti,https://youtube.com/kandariya-intro,https://youtube.com/kandariya-360,ASI Khajuraho Trust,Bank of India Khajuraho,44556677889933,BKID0007890,kandariya@upi,80G-MP-00003,"[True, False, False, False, False, False, True, False]","[True, True, True, False, False, False, True, True, True, False, False, True, False, False]","[False, False, False, False, False, False]",+917686274046,info@khajuraho.org,https://facebook.com/KhajurahoTemples,https://youtube.com/@KhajurahoTemples,@khajurahotemple,09:00 AM - 05:00 PM,MKT-MP-0003
38,Kapaleeshwarar Temple,कपालेश्वर मंदिर,Kapaleeswarar,kapaleeshwarar-temple-chennai,13.0336,80.2697,"Mylapore, Chennai, Tamil Nadu 600004",Chennai,Chennai,Tamil Nadu,600004,Shiva (Kapaleeshwarar),"['Parvati Karpagambal', 'Ganesha', 'Murugan']",Shaiva,Heritage,False,False,False,False,False,True,False,Kapaleeshwarar Temple in Mylapore Chennai is an ancient and famous Shiva temple. The 37-meter gopuram with exquisite sculptures is visible from far. One of the oldest temples in Tamil Nadu associated with Tamil Saiva saints.,According to legend Parvati once disrespected Shiva. As penance she took the form of a peacock and worshipped Shiva. Shiva appeared as Kapaleeshwarar and forgave her. The place became Mylapore peacock city.,One of the most important Shiva temples in Chennai. The 37m rajagopuram has 61 tiers. Associated with Nayanmars Tamil Shaiva saints. The legend of Parvati as a peacock gives the area its name Mylapore.,Dravidian,7th century CE,05:00:00,21:30:00,0.0,Traditional attire,October to March,Mylapore MRTS Station 0.5 km,Chennai International Airport 15 km,https://kapaleeswarar.org,+91-44-24641670,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Kapaleeshwarar_temple.jpg/800px-Kapaleeshwarar_temple.jpg,ChIJaV5Wxx5nUjsRDG7fC6MZQE4,"['shiva', 'chennai', 'mylapore', 'dravidian']",4.7,55000,State Govt Endowment Board,HR and CE Department TN,TRUST-TN-00006,Urban / City,https://maps.google.com/?q=Kapaleeshwarar+Temple+Chennai,Mylapore Bus Stand,Kapali Temple Tank,कपालेश्वर मंदिर चेन्नई के मायलापुर में स्थित एक प्रसिद्ध शिव मंदिर है।,Pallavas,2022,Good — minor maintenance needed,Parvati took the form of a peacock to do penance. When Shiva appeared she prayed for forgiveness. Shiva blessed her and appeared as Kapaleeshwarar granting her the boon of being worshipped alongside him forever.,False,False,False,False,12:30:00,16:00:00,"[True, True, True, False, True, False, False, False, False, False, True, True]",yes,Monday (Shiva),no,https://youtube.com/kapaleeshwarar,"Sandal paste, Vibhuti",https://youtube.com/kapaleeshwarar-aarti,https://youtube.com/kapaleeshwarar-intro,https://youtube.com/kapaleeshwarar-360,Kapaleeshwarar Temple Trust,Indian Bank Mylapore,55667788990055,IDIB000M019,kapaleeshwarar@upi,80G-TN-00006,"[True, True, False, True, True, False, True, False]","[True, True, True, False, False, False, True, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+914424641670,info@kapaleeshwarar.org,https://facebook.com/KapaleeshwaradTemple,https://youtube.com/@KapaleeshwararTemple,@kapaleeshwarar,07:00 AM - 07:00 PM,MKT-TN-0006
39,Karni Mata Temple,करणी माता मंदिर,Rat Temple,karni-mata-temple-deshnoke,27.7773,73.3462,"Deshnoke, Bikaner, Rajasthan 334001",Deshnoke,Bikaner,Rajasthan,334001,Devi (Karni Mata),"['Durga', 'Chamunda', 'Bhairava']",Shakta,Unique Shrine,False,False,False,False,False,True,False,Karni Mata Temple in Deshnoke near Bikaner is famous for the thousands of rats called Kabbas that live in the temple. They are considered sacred and are the reincarnated descendants of Karni Mata clansmen.,Karni Mata was a Hindu mystic born in 1387 CE. When her stepson drowned she asked Yama to restore him. Yama refused but agreed to let the Charans reincarnate as rats in the temple.,Unique temple where 20000 rats live freely and are worshipped. Stepping on a rat accidentally requires silver rat donation as penance. White rats are extremely rare and considered a direct blessing.,Mughal-Rajput,1538 CE,04:00:00,22:00:00,0.0,Shoes must be removed before temple; no restrictions on clothing type,October to March,Deshnoke Railway Station 0.5 km,Nal Airport Bikaner 15 km,https://karnimatatemple.org,+91-151-2278988,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Karni_Mata_Temple.jpg/800px-Karni_Mata_Temple.jpg,ChIJL6x-J6_HdzkRkU5X-a2O94g,"['devi', 'rajasthan', 'unique', 'rats']",4.5,25000,State Govt Endowment Board,Karni Mata Devasthan Trust,TRUST-RJ-00001,Village common,https://maps.google.com/?q=Karni+Mata+Temple+Deshnoke,Deshnoke Bus Stop,Deshnoke Village,करणी माता मंदिर राजस्थान के देशनोक में स्थित एक अनूठा मंदिर है।,Maharaja Ganga Singh,2020,Good — minor maintenance needed,Karni Mata was a great mystic who performed miracles throughout her life. When her clan members died she made a pact with Yama that they would return as rats. When they died as rats they would again be born as Charans.,False,False,False,False,12:00:00,14:00:00,"[False, False, False, False, False, False, False, False, False, False, False, False]",yes,Friday (Lakshmi / Devi),no,https://youtube.com/karnimata,"Laddu, Sugar balls for rats",https://youtube.com/karnimata-aarti,https://youtube.com/karnimata-intro,https://youtube.com/karnimata-360,Karni Mata Temple Trust,Bank of Baroda Bikaner,22334455667800,BARB0BIKANR,karnimata@upi,80G-RJ-00001,"[True, True, False, False, True, False, True, False]","[True, True, True, False, False, False, True, True, False, False, False, False, False, False]","[False, False, False, False, False, False]",+911512278988,info@karnimata.org,https://facebook.com/KarniMataDeshnoke,https://youtube.com/@KarniMataTemple,@karnimatatemple,08:00 AM - 06:00 PM,MKT-RJ-0001
40,Laxminath Temple Jaisalmer,लक्ष्मीनाथ मंदिर जैसलमेर,Laxminathji,laxminath-temple-jaisalmer,26.9167,70.9136,"Jaisalmer Fort, Jaisalmer, Rajasthan 345001",Jaisalmer,Jaisalmer,Rajasthan,345001,Vishnu (Laxminath),"['Lakshmi', 'Ganesha', 'Brahma']",Vaishnava,Heritage Fort Temple,False,False,False,False,False,True,False,Laxminath Temple is the principal temple inside the Jaisalmer Fort. Dedicated to Laxmi and Nath Lord Vishnu. Built in the 12th century CE with intricate blue pottery and stone carvings.,The Bhati Rajputs who ruled Jaisalmer were Vaishnavas. They built this temple as the royal temple of Jaisalmer Fort. Laxminath Vishnu-Lakshmi is the patron deity of the Bhati Rajput clan.,Principal temple inside the living Jaisalmer Fort. One of the few temples inside a UNESCO heritage fort. The blue pottery on the temple walls is unique to Rajasthan. Managed by local Brahmin priests.,Rajput,12th century CE,06:00:00,21:00:00,0.0,Traditional attire,October to February,Jaisalmer Railway Station 2 km,Jaisalmer Airport 17 km,https://jaisalmer.nic.in/laxminath,+91-2992-252506,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Laxminath_temple_jaisalmer.jpg/800px-Laxminath_temple_jaisalmer.jpg,ChIJ9y1KE-xjdzkRSjAuWZZfABU,"['vishnu', 'jaisalmer', 'rajasthan', 'fortTemple']",4.55,18000,Community / Village Trust,Jaisalmer Fort Temple Trust,TRUST-RJ-00002,Urban / City,https://maps.google.com/?q=Laxminath+Temple+Jaisalmer+Fort,Jaisalmer Bus Stand,Jaisalmer Fort Palace,लक्ष्मीनाथ मंदिर राजस्थान के जैसलमेर किले के अंदर स्थित एक प्रसिद्ध मंदिर है।,Bhati Rajput kings,2019,Good — minor maintenance needed,The Bhati Rajput kings established this temple as their royal shrine. They believed Laxminath protected their kingdom from enemies. The temple accumulates donations and distributes to the poor.,False,False,False,False,13:00:00,16:00:00,"[False, True, False, False, False, False, False, False, False, False, False, True]",yes,Thursday (Vishnu / Guru),no,https://youtube.com/laxminath,"Flowers, Coconut, Sweets",https://youtube.com/laxminath-aarti,https://youtube.com/laxminath-intro,https://youtube.com/laxminath-360,Laxminath Temple Trust,State Bank of India Jaisalmer,33445566778814,SBIN0005678,laxminath@upi,80G-RJ-00002,"[True, True, False, False, True, False, True, False]","[True, True, True, False, False, False, False, True, False, False, False, False, False, False]","[False, False, False, False, True, False]",+912992252506,info@laxminathjaisalmer.org,https://facebook.com/LaxminathJaisalmer,https://youtube.com/@LaxminathJaisalmer,@laxminathjaisalmer,07:00 AM - 07:00 PM,MKT-RJ-0002
